target_id	length	eff_length	est_counts	tpm
Pn1.75	840	604.006	56.0135	1.47137
Pn1.76	768	532.131	339	10.1077
Pn1.77	498	266.134	219.544	13.0886
Pn1.78	1200	963.936	18.9756	0.312334
Pn1.79	420	193.535	110.038	9.02096
Pn1.80	2490	2253.94	7228.1	50.8807
Pn1.81	300	94.7069	0	0
Pn1.82	312	103.392	52	7.97972
Pn1.83	933	697.006	1068.04	24.312
Pn1.84	1395	1158.94	988.659	13.535
Pn1.85	219	43.5252	0	0
Pn1.86	747	511.215	98.5	3.05706
Pn1.87	2313	2076.94	1412.21	10.7881
Pn1.88	2991	2754.94	774	4.45759
Pn1.89	801	565.061	23.8966	0.670981
Pn1.90	579	344.687	344.5	15.8575
Pn1.91	708	472.451	85	2.85452
Pn1.92	579	344.687	67	3.08404
Pn1.93	1665	1428.94	583.604	6.48001
Pn1.94	237	53.5326	30	8.89146
Pn1.95	570	335.796	455.337	21.5143
Pn1.96	336	122.003	267	34.7225
Pn1.97	864	628.006	182.329	4.60642
Pn1.98	237	53.5326	6.85402	2.03141
Pn1.99	2376	2139.94	542.939	4.02551
Pn1.100	1983	1746.94	305.497	2.7746
Pn1.101	972	735.96	209.606	4.51876
Pn1.102	822	586.043	461.499	12.4943
Pn1.103	1452	1215.94	116.321	1.51781
Pn1.104	294	90.3563	15	2.63392
Pn1.105	426	198.899	23.8235	1.90039
Pn1.106	486	254.758	195.082	12.1495
Pn1.107	1854	1617.94	1216.81	11.9325
Pn1.108	615	380.086	3.43756	0.143495
Pn1.109	1626	1389.94	357.65	4.08257
Pn1.110	843	607.006	13018.9	340.292
Pn1.111	702	466.451	184.825	6.28673
Pn1.112	474	243.379	145.987	9.51706
Pn1.113	3627	3390.94	1800.99	8.42679
Pn1.114	612	377.111	35.7804	1.50538
Pn1.115	300	94.7069	112.939	18.9204
Pn1.116	921	685.006	1794.17	41.5565
Pn1.117	960	723.983	533	11.6807
Pn1.118	1167	930.936	656.732	11.1928
Pn1.119	915	679.006	0	0
Pn1.120	2652	2415.94	2006.55	13.1775
Pn1.121	759	523.164	281.313	8.53144
Pn1.122	624	388.988	100.857	4.11378
Pn1.123	1506	1269.94	60.5202	0.756117
Pn1.124	1497	1260.94	571.602	7.19236
Pn1.125	474	243.379	0	0
Pn1.126	603	368.278	175.114	7.54423
Pn1.127	219	43.5252	193.875	70.6726
Pn1.128	1371	1134.94	163.477	2.28536
Pn1.129	477	246.156	117.773	7.59114
Pn1.130	750	514.215	0	0
Pn1.131	204	36.4047	0	0
Pn1.132	342	126.841	0	0
Pn1.133	504	271.874	3048.87	177.927
Pn1.134	1278	1041.94	629.208	9.58129
Pn1.135	498	266.134	154	9.18101
Pn1.136	2889	2652.94	1176.05	7.03349
Pn1.137	1929	1692.94	1748.78	16.3895
Pn1.138	1437	1200.94	1998.03	26.3969
Pn1.139	660	424.648	0	0
Pn1.140	2586	2349.94	2191.43	14.796
Pn1.141	1194	957.936	299.961	4.9682
Pn1.142	582	347.587	1	0.0456464
Pn1.143	594	359.406	478.787	21.1362
Pn1.144	885	649.006	297.367	7.26967
Pn1.145	207	37.6776	3	1.26331
Pn1.146	3408	3171.94	641.556	3.20908
Pn1.147	498	266.134	1346.69	80.2853
Pn1.148	1119	882.936	706.623	12.6978
Pn1.149	516	283.381	59.4731	3.32982
Pn1.150	1962	1725.94	543.889	4.99984
Pn1.151	1116	879.936	8.15051	0.146962
Pn1.152	360	141.542	0	0
Pn1.153	1395	1158.94	610.623	8.35957
Pn1.154	1563	1326.94	14.5296	0.17373
Pn1.155	483	251.914	85	5.3535
Pn1.156	381	159.114	26.2463	2.61715
Pn1.157	2064	1827.94	997.612	8.65907
Pn1.158	555	321.123	141.273	6.98004
Pn1.159	1266	1029.94	176.785	2.72337
Pn1.160	705	469.451	0	0
Pn1.161	2886	2649.94	745.927	4.46613
Pn1.162	978	741.96	17197.8	367.758
Pn1.163	519	286.253	998.675	55.3535
Pn1.164	1056	819.936	271.59	5.25539
Pn1.165	912	676.006	47.9865	1.12626
Pn1.166	522	289.16	0	0
Pn1.167	270	73.998	0	0
Pn1.168	504	271.874	123.456	7.20466
Pn1.169	1176	939.936	25.0244	0.422411
Pn1.170	2490	2253.94	6886.08	48.4731
Pn1.171	300	94.7069	0	0
Pn1.172	321	110.101	48	6.91706
Pn1.173	933	697.006	1409.96	32.0953
Pn1.174	408	182.8	0	0
Pn1.175	1395	1158.94	1034.64	14.1645
Pn1.176	747	511.215	98.5	3.05706
Pn1.177	2313	2076.94	1319.79	10.0821
Pn1.178	2991	2754.94	831	4.78586
Pn1.179	801	565.061	39.1034	1.09797
Pn1.180	579	344.687	344.5	15.8575
Pn1.181	681	445.509	150	5.34202
Pn1.182	219	43.5252	7	2.55169
Pn1.183	1665	1428.94	441.396	4.90102
Pn1.184	237	53.5326	0	0
Pn1.185	570	335.796	1213.68	57.3453
Pn1.186	336	122.003	250	32.5117
Pn1.187	330	117.226	16.146	2.1853
Pn1.188	2376	2139.94	447.061	3.31464
Pn1.189	1983	1746.94	301.503	2.73833
Pn1.190	972	735.96	268.1	5.77981
Pn1.191	822	586.043	632.137	17.114
Pn1.192	1452	1215.94	120.922	1.57785
Pn1.193	294	90.3563	18	3.16071
Pn1.194	426	198.899	30.1765	2.40716
Pn1.195	486	254.758	195.082	12.1495
Pn1.196	684	448.509	0	0
Pn1.197	807	571.043	30.7566	0.854555
Pn1.198	486	254.758	245.27	15.2752
Pn1.199	1854	1617.94	1120.33	10.9864
Pn1.200	624	388.988	12.5624	0.5124
Pn1.201	297	92.4979	5	0.857647
Pn1.202	882	646.006	18.1973	0.446933
Pn1.203	1224	987.936	563.278	9.04617
Pn1.204	843	607.006	14594.6	381.479
Pn1.205	702	466.451	31.1753	1.06041
Pn1.206	543	309.427	188.013	9.6405
Pn1.207	3696	3459.94	1357.33	6.22427
Pn1.208	750	514.215	13.7265	0.423531
Pn1.209	921	685.006	1733.78	40.1578
Pn1.210	318	107.9	11	1.61749
Pn1.211	1167	930.936	609.066	10.3804
Pn1.212	474	243.379	0	0
Pn1.213	540	306.546	0	0
Pn1.214	2622	2385.94	2914.45	19.3807
Pn1.215	753	517.215	196.229	6.01954
Pn1.216	522	289.16	258.143	14.1642
Pn1.217	240	55.2208	5	1.43661
Pn1.218	1872	1635.94	37.4798	0.363497
Pn1.219	1497	1260.94	571.602	7.19236
Pn1.220	1260	1023.94	24	0.371885
Pn1.221	492	260.424	1	0.060924
Pn1.222	375	154.043	13.4586	1.38621
Pn1.223	1029	792.936	658.125	13.1686
Pn1.224	1371	1134.94	89.5231	1.25151
Pn1.225	687	451.48	221.227	7.77444
Pn1.226	747	511.215	0	0
Pn1.227	342	126.841	1	0.125086
Pn1.228	504	271.874	3195.79	186.501
Pn1.229	1278	1041.94	1001.68	15.2532
Pn1.230	549	315.296	67.4106	3.39219
Pn1.231	2235	1998.94	1702.21	13.5109
Pn1.232	822	586.043	292.071	7.90732
Pn1.233	2931	2694.94	2365.7	13.9278
Pn1.234	1437	1200.94	2550.1	33.6905
Pn1.235	945	709.006	7	0.156646
Pn1.236	2586	2349.94	2109.57	14.2432
Pn1.237	1194	957.936	281.86	4.66839
Pn1.238	582	347.587	1	0.0456464
Pn1.239	594	359.406	397.538	17.5495
Pn1.240	1023	786.936	128.633	2.59349
Pn1.241	3402	3165.94	569.444	2.85377
Pn1.242	498	266.134	1145.31	68.2801
Pn1.243	1119	882.936	711.377	12.7832
Pn1.244	1146	909.936	605.211	10.5528
Pn1.245	1146	909.936	458.789	7.99968
Pn1.246	1218	981.936	1712	27.6625
Pn1.247	258	66.303	207	49.5345
Pn1.248	333	119.66	298	39.5128
Pn1.249	2286	2049.94	102	0.78946
Pn1.250	309	101.348	0	0
Pn1.251	426	198.899	0	0
Pn1.252	360	141.542	193	21.6342
Pn1.253	2880	2643.94	2149	12.896
Pn1.254	318	107.9	1	0.147044
Pn1.255	321	110.101	363.17	52.3348
Pn1.256	876	640.006	1140.36	28.2701
Pn1.257	2247	2010.94	3487	27.5121
Pn1.258	1647	1410.94	2736.08	30.7675
Pn1.259	990	753.936	1326	27.9048
Pn1.260	234	51.7578	886	271.599
Pn1.261	1218	981.936	7177.44	115.973
Pn1.262	963	726.96	1266	27.6308
Pn1.263	513	280.509	165	9.33272
Pn1.264	1242	1005.94	687	10.8357
Pn1.265	954	717.983	0	0
Pn1.266	249	60.7264	0	0
Pn1.267	699	463.451	0	0
Pn1.268	573	338.774	0	0
Pn1.269	699	463.451	0	0
Pn1.270	954	717.983	3	0.0662945
Pn1.271	870	634.006	0	0
Pn1.272	789	553.061	486.244	13.9493
Pn1.273	705	469.451	0	0
Pn1.274	795	559.061	0	0
Pn1.275	606	371.242	0	0
Pn1.276	561	326.967	0	0
Pn1.277	234	51.7578	0	0
Pn1.278	831	595.006	0	0
Pn1.279	630	394.95	0	0
Pn1.280	345	129.209	0	0
Pn1.281	1218	981.936	26.9799	0.43594
Pn1.282	783	547.079	3.41283	0.0989772
Pn1.283	432	204.368	1	0.0776349
Pn1.284	546	312.377	169.125	8.59012
Pn1.285	306	99.02	0	0
Pn1.286	342	126.841	41.9186	5.24344
Pn1.287	315	105.596	0	0
Pn1.288	870	634.006	99.9792	2.502
Pn1.289	699	463.451	0	0
Pn1.290	693	457.465	0	0
Pn1.291	666	430.635	1	0.0368435
Pn1.292	723	487.359	0	0
Pn1.293	855	619.006	342.777	8.78591
Pn1.294	306	99.02	0	0
Pn1.295	264	70.0095	0	0
Pn1.296	750	514.215	0	0
Pn1.297	345	129.209	0	0
Pn1.298	1467	1230.94	22.1196	0.28511
Pn1.299	783	547.079	1.70642	0.0494886
Pn1.300	432	204.368	2	0.15527
Pn1.301	1788	1551.94	1400.19	14.3148
Pn1.302	1185	948.936	2	0.0334398
Pn1.303	936	700.006	1263.41	28.6361
Pn1.304	219	43.5252	9	3.28075
Pn1.305	1194	957.936	348	5.76386
Pn1.306	522	289.16	752.891	41.3109
Pn1.307	1704	1467.94	26	0.28102
Pn1.308	1257	1020.94	427	6.6359
Pn1.309	1128	891.936	340.518	6.05727
Pn1.310	366	146.481	8	0.866518
Pn1.311	375	154.043	0	0
Pn1.312	2514	2277.94	6.0038	0.0418172
Pn1.313	804	568.061	13	0.363093
Pn1.314	963	726.96	2	0.0436506
Pn1.315	969	732.96	4	0.0865865
Pn1.316	1104	867.936	618.601	11.3082
Pn1.317	1609	1372.94	79	0.912951
Pn1.318	1944	1707.94	1.7467	0.0162262
Pn1.319	693	457.465	3590.05	124.512
Pn1.320	1497	1260.94	591	7.43644
Pn1.321	1200	963.936	754	12.4106
Pn1.322	864	628.006	1	0.0252643
Pn1.323	386	163.416	0	0
Pn1.324	270	73.998	124.322	26.6563
Pn1.325	339	124.459	0	0
Pn1.326	453	223.731	9	0.638244
Pn1.327	264	70.0095	16	3.62605
Pn1.328	1158	921.936	0	0
Pn1.329	870	634.006	4.81637	0.12053
Pn1.330	690	454.48	36	1.25678
Pn1.331	1026	789.936	0	0
Pn1.332	459	229.317	0	0
Pn1.333	363	143.993	4	0.440746
Pn1.334	792	556.061	3.8341	0.109399
Pn1.335	1254	1017.94	0	0
Pn1.336	567	332.871	0	0
Pn1.337	858	622.006	19.2506	0.491043
Pn1.338	846	610.006	8.09896	0.210652
Pn1.339	939	703.006	10	0.22569
Pn1.340	237	53.5326	4	1.18553
Pn1.341	291	88.2735	27	4.85293
Pn1.342	699	463.451	644	22.0472
Pn1.343	2259	2022.94	2030.8	15.9278
Pn1.344	3483	3246.94	3496	17.0832
Pn1.345	426	198.899	380	30.3124
Pn1.346	276	77.9599	3	0.610549
Pn1.347	633	397.925	8416	335.564
Pn1.348	702	466.451	124	4.2178
Pn1.349	249	60.7264	70	18.289
Pn1.350	429	201.609	0	0
Pn1.351	1527	1290.94	705	8.66473
Pn1.352	975	738.96	633.222	13.5958
Pn1.353	1002	765.936	467.391	9.68185
Pn1.354	1017	780.936	281.778	5.72482
Pn1.355	231	50.0741	0	0
Pn1.356	423	196.239	0	0
Pn1.357	1104	867.936	1	0.0182803
Pn1.358	3078	2841.94	2171.6	12.1237
Pn1.359	621	386.037	0	0
Pn1.360	525	292.066	227.552	12.3615
Pn1.361	525	292.066	227.552	12.3615
Pn1.362	687	451.48	217.579	7.64625
Pn1.363	525	292.066	472	25.6408
Pn1.364	714	478.405	338.317	11.2201
Pn1.365	2955	2718.94	180.069	1.05078
Pn1.366	333	119.66	20.7451	2.75066
Pn1.367	315	105.596	1	0.150253
Pn1.368	726	490.359	844	27.3086
Pn1.369	255	64.4189	0	0
Pn1.370	2442	2205.94	3342.45	24.0405
Pn1.371	1758	1521.94	903.883	9.42294
Pn1.372	528	294.972	107	5.75538
Pn1.373	381	159.114	236	23.5328
Pn1.374	696	460.451	37	1.27494
Pn1.375	867	631.006	157.122	3.95069
Pn1.376	1248	1011.94	9.50658	0.149053
Pn1.377	567	332.871	0	0
Pn1.378	270	73.998	2	0.428825
Pn1.379	1380	1143.94	2319	32.164
Pn1.380	2775	2538.94	2464.25	15.3994
Pn1.381	201	34.8841	0	0
Pn1.382	1239	1002.94	1	0.0158197
Pn1.383	426	198.899	122	9.73188
Pn1.384	330	117.226	36.3092	4.91432
Pn1.385	1230	993.936	0	0
Pn1.386	1242	1005.94	0	0
Pn1.387	567	332.871	20.3262	0.968836
Pn1.388	1239	1002.94	0	0
Pn1.389	750	514.215	0	0
Pn1.390	1239	1002.94	0	0
Pn1.391	573	338.774	0	0
Pn1.392	585	350.542	0	0
Pn1.393	543	309.427	47.6667	2.44414
Pn1.394	330	117.226	30.3337	4.10556
Pn1.395	1170	933.936	0	0
Pn1.396	1239	1002.94	0	0
Pn1.397	537	303.673	0	0
Pn1.398	1203	966.936	0	0
Pn1.399	213	40.495	0	0
Pn1.400	1047	810.936	0	0
Pn1.401	957	720.983	364.576	8.02293
Pn1.402	552	318.205	11	0.548474
Pn1.403	207	37.6776	0.562534	0.236884
Pn1.404	948	711.983	16	0.35655
Pn1.405	963	726.96	0	0
Pn1.406	534	300.761	0	0
Pn1.407	573	338.774	135	6.32257
Pn1.408	405	180.151	0	0
Pn1.409	204	36.4047	0	0
Pn1.410	300	94.7069	0	0
Pn1.411	732	496.296	39	1.24679
Pn1.412	876	640.006	0	0
Pn1.413	267	72.0402	0	0
Pn1.414	918	682.006	8.08741	0.188145
Pn1.415	564	329.935	31.0588	1.49357
Pn1.416	318	107.9	1.1797	0.173469
Pn1.417	1476	1239.94	0	0
Pn1.418	1230	993.936	0	0
Pn1.419	426	198.899	1	0.0797695
Pn1.420	507	274.794	1	0.0577381
Pn1.421	531	297.886	36.6738	1.95333
Pn1.422	327	114.791	0	0
Pn1.423	726	490.359	0	0
Pn1.424	573	338.774	0	0
Pn1.425	246	58.9124	0	0
Pn1.426	330	117.226	53.119	7.18946
Pn1.427	1230	993.936	0	0
Pn1.428	330	117.226	0	0
Pn1.429	1137	900.936	0	0
Pn1.430	660	424.648	24.5605	0.917652
Pn1.431	246	58.9124	0	0
Pn1.432	543	309.427	62.3333	3.19619
Pn1.433	330	117.226	53.119	7.18946
Pn1.434	1239	1002.94	0	0
Pn1.435	576	341.698	2.4395	0.113274
Pn1.436	246	58.9124	1185.8	319.357
Pn1.437	1203	966.936	0	0
Pn1.438	1032	795.936	6	0.119603
Pn1.439	906	670.006	320.534	7.59042
Pn1.440	210	39.0166	0	0
Pn1.441	552	318.205	11	0.548474
Pn1.442	207	37.6776	0.562534	0.236884
Pn1.443	882	646.006	173.756	4.2675
Pn1.444	384	161.68	0	0
Pn1.445	798	562.061	0	0
Pn1.446	306	99.02	0	0
Pn1.447	942	706.006	15.9825	0.359176
Pn1.448	825	589.024	30.6	0.824248
Pn1.449	1119	882.936	5	0.0898486
Pn1.450	561	326.967	17	0.824928
Pn1.451	882	646.006	113.473	2.78694
Pn1.452	936	700.006	0	0
Pn1.453	279	80.0116	126.5	25.0847
Pn1.454	294	90.3563	9.43747	1.65717
Pn1.455	936	700.006	11.2025	0.253912
Pn1.456	279	80.0116	126.5	25.0847
Pn1.457	294	90.3563	9.43747	1.65717
Pn1.458	270	73.998	0	0
Pn1.459	729	493.296	4.04983	0.130256
Pn1.460	330	117.226	0	0
Pn1.461	960	723.983	0	0
Pn1.462	252	62.4455	0	0
Pn1.463	918	682.006	3.29656	0.0766909
Pn1.464	564	329.935	16.9412	0.814677
Pn1.465	219	43.5252	4.8203	1.75713
Pn1.466	1476	1239.94	0	0
Pn1.467	3258	3021.94	2739	14.3806
Pn1.468	687	451.48	357.96	12.5796
Pn1.469	1446	1209.94	275	3.60612
Pn1.470	291	88.2735	0	0
Pn1.471	786	550.079	137.167	3.95636
Pn1.472	927	691.006	82.1553	1.88636
Pn1.473	543	309.427	21.5309	1.10401
Pn1.474	876	640.006	517	12.8167
Pn1.475	489	257.567	303.828	18.7158
Pn1.476	741	505.28	1859.82	58.3995
Pn1.477	879	643.006	81	1.99867
Pn1.478	1260	1023.94	1150.82	17.8323
Pn1.479	1140	903.936	8	0.140418
Pn1.480	705	469.451	436.657	14.7578
Pn1.481	960	723.983	0	0
Pn1.482	1116	879.936	70.0646	1.26333
Pn1.483	489	257.567	303.828	18.7158
Pn1.484	723	487.359	1135.04	36.9516
Pn1.485	879	643.006	81	1.99867
Pn1.486	1260	1023.94	857.689	13.2901
Pn1.487	705	469.451	517.343	17.4847
Pn1.488	960	723.983	2	0.0438301
Pn1.489	1116	879.936	14.3424	0.258608
Pn1.490	285	83.9778	0	0
Pn1.491	291	88.2735	0	0
Pn1.492	1116	879.936	71.593	1.29089
Pn1.493	1035	798.936	2	0.0397181
Pn1.494	495	263.323	104	6.26637
Pn1.495	231	50.0741	0	0
Pn1.496	318	107.9	0	0
Pn1.497	231	50.0741	0	0
Pn1.498	342	126.841	0	0
Pn1.499	1341	1104.94	153.73	2.20746
Pn1.500	1020	783.936	112	2.26677
Pn1.501	339	124.459	1	0.12748
Pn1.502	342	126.841	0	0
Pn1.503	246	58.9124	0	0
Pn1.504	864	628.006	24	0.606343
Pn1.505	528	294.972	2	0.107577
Pn1.506	345	129.209	30	3.68381
Pn1.507	1494	1257.94	177.852	2.24321
Pn1.508	534	300.761	4.22078	0.22266
Pn1.509	327	114.791	0	0
Pn1.510	357	139.133	59	6.72808
Pn1.511	732	496.296	82	2.62146
Pn1.512	1638	1401.94	357.148	4.04195
Pn1.513	573	338.774	16.7792	0.785835
Pn1.514	477	246.156	20	1.28911
Pn1.515	594	359.406	443.55	19.5807
Pn1.516	294	90.3563	0	0
Pn1.517	885	649.006	104.633	2.55794
Pn1.518	930	694.006	27	0.617264
Pn1.519	672	436.579	2515.86	91.4311
Pn1.520	258	66.303	0	0
Pn1.521	1362	1125.94	2420	34.1014
Pn1.522	327	114.791	2.06354	0.285216
Pn1.523	348	131.716	0	0
Pn1.524	522	289.16	75	4.11523
Pn1.525	825	589.024	318	8.56573
Pn1.526	420	193.535	26	2.13149
Pn1.527	621	386.037	0	0
Pn1.528	219	43.5252	0	0
Pn1.529	1380	1143.94	8000.49	110.965
Pn1.530	336	122.003	94	12.2244
Pn1.531	210	39.0166	10	4.0665
Pn1.532	279	80.0116	0	0
Pn1.533	1683	1446.94	4246.51	46.5643
Pn1.534	1392	1155.94	147.034	2.01816
Pn1.535	339	124.459	35	4.4618
Pn1.536	330	117.226	4.00486	0.542043
Pn1.537	1083	846.936	24	0.449605
Pn1.538	570	335.796	197	9.3081
Pn1.539	771	535.114	62	1.8383
Pn1.540	930	694.006	1827	41.7682
Pn1.541	1896	1659.94	111	1.06097
Pn1.542	1911	1674.94	1	0.00947267
Pn1.543	1140	903.936	1	0.0175522
Pn1.544	561	326.967	400.603	19.4393
Pn1.545	834	598.006	96	2.54704
Pn1.546	468	237.754	107	7.14048
Pn1.547	462	232.189	102	6.96993
Pn1.548	1476	1239.94	299	3.82598
Pn1.549	423	196.239	0	0
Pn1.550	705	469.451	0	0
Pn1.551	354	136.682	0	0
Pn1.552	249	60.7264	0	0
Pn1.553	333	119.66	0	0
Pn1.554	1227	990.936	0	0
Pn1.555	330	117.226	21.9722	2.97386
Pn1.556	465	234.953	0	0
Pn1.557	432	204.368	0	0
Pn1.558	369	148.988	11.5637	1.23145
Pn1.559	201	34.8841	0	0
Pn1.560	750	514.215	12.2447	0.37781
Pn1.561	1248	1011.94	0	0
Pn1.562	1248	1011.94	0	0
Pn1.563	369	148.988	11.5637	1.23145
Pn1.564	201	34.8841	0	0
Pn1.565	750	514.215	12.2447	0.37781
Pn1.566	1248	1011.94	0	0
Pn1.567	1248	1011.94	0	0
Pn1.568	312	103.392	17.4058	2.67103
Pn1.569	243	56.9773	0	0
Pn1.570	201	34.8841	0	0
Pn1.571	2172	1935.94	13.2571	0.10865
Pn1.572	1257	1020.94	0	0
Pn1.573	201	34.8841	0	0
Pn1.574	2007	1770.94	0	0
Pn1.575	1248	1011.94	0	0
Pn1.576	279	80.0116	0	0
Pn1.577	909	673.006	0.599785	0.0141399
Pn1.578	1029	792.936	17.7295	0.354755
Pn1.579	1758	1521.94	0	0
Pn1.580	294	90.3563	0	0
Pn1.581	279	80.0116	0	0
Pn1.582	1107	870.936	4.40021	0.0801601
Pn1.583	1698	1461.94	0	0
Pn1.584	201	34.8841	0	0
Pn1.585	208	38.1449	0	0
Pn1.586	1248	1011.94	0	0
Pn1.587	552	318.205	0	0
Pn1.588	705	469.451	0	0
Pn1.589	669	433.593	0	0
Pn1.590	720	484.39	0	0
Pn1.591	1947	1710.94	5.25489	0.0487304
Pn1.592	249	60.7264	0	0
Pn1.593	795	559.061	0	0
Pn1.594	1338	1101.94	11.8283	0.170309
Pn1.595	435	207.118	0	0
Pn1.596	1542	1305.94	0	0
Pn1.597	822	586.043	0	0
Pn1.598	720	484.39	13.4422	0.440296
Pn1.599	2820	2583.94	147.745	0.907197
Pn1.600	249	60.7264	0	0
Pn1.601	1278	1041.94	0	0
Pn1.602	2400	2163.94	0	0
Pn1.603	321	110.101	0	0
Pn1.604	252	62.4455	0	0
Pn1.605	885	649.006	0	0
Pn1.606	393	169.513	0	0
Pn1.607	261	68.1659	0	0
Pn1.608	669	433.593	0	0
Pn1.609	1770	1533.94	0	0
Pn1.610	1056	819.936	0	0
Pn1.611	663	427.648	0	0
Pn1.612	411	185.475	0	0
Pn1.613	540	306.546	0	0
Pn1.614	210	39.0166	0	0
Pn1.615	873	637.006	0	0
Pn1.616	402	177.545	0	0
Pn1.617	669	433.593	0	0
Pn1.618	231	50.0741	0	0
Pn1.619	252	62.4455	0	0
Pn1.620	1314	1077.94	0	0
Pn1.621	984	747.936	0	0
Pn1.622	1134	897.936	0	0
Pn1.623	414	188.078	0	0
Pn1.624	208	38.1449	0	0
Pn1.625	1248	1011.94	0	0
Pn1.626	1203	966.936	0	0
Pn1.627	567	332.871	0	0
Pn1.628	1314	1077.94	1	0.014719
Pn1.629	801	565.061	3.02779	0.085016
Pn1.630	594	359.406	0	0
Pn1.631	669	433.593	4	0.146369
Pn1.632	720	484.39	0	0
Pn1.633	2676	2439.94	0	0
Pn1.634	438	209.81	0	0
Pn1.635	252	62.4455	0	0
Pn1.636	753	517.215	0	0
Pn1.637	1200	963.936	179.426	2.9533
Pn1.638	231	50.0741	5	1.58426
Pn1.639	438	209.81	13	0.983077
Pn1.640	1323	1086.94	1600	23.3554
Pn1.641	621	386.037	165	6.78149
Pn1.642	1212	975.936	1506	24.4835
Pn1.643	222	45.0799	1	0.351955
Pn1.644	267	72.0402	0	0
Pn1.645	3075	2838.94	1470	8.21546
Pn1.646	408	182.8	0	0
Pn1.647	2391	2154.94	14588	107.407
Pn1.648	378	156.619	1	0.101304
Pn1.649	1467	1230.94	69.1279	0.891022
Pn1.650	567	332.871	0	0
Pn1.651	1959	1722.94	825.444	7.60132
Pn1.652	489	257.567	134	8.25439
Pn1.653	231	50.0741	44	13.9415
Pn1.654	396	172.226	0	0
Pn1.655	981	744.96	0	0
Pn1.656	1977	1740.94	18362	167.343
Pn1.657	1650	1413.94	28	0.314195
Pn1.658	1230	993.936	755.682	12.0629
Pn1.659	606	371.242	1	0.0427379
Pn1.660	615	380.086	0	0
Pn1.661	399	174.888	0	0
Pn1.662	372	151.514	0	0
Pn1.663	258	66.303	0	0
Pn1.664	351	134.224	35	4.1372
Pn1.665	864	628.006	17331.2	437.861
Pn1.666	201	34.8841	0	0
Pn1.667	864	628.006	7808.68	197.281
Pn1.668	339	124.459	0	0
Pn1.669	864	628.006	17331.2	437.861
Pn1.670	705	469.451	1	0.0337972
Pn1.671	1905	1668.94	379.588	3.60864
Pn1.672	897	661.006	10.5162	0.25242
