target_id	length	eff_length	est_counts	tpm
Pn1.615	873	665.886	0	0
Pn1.616	402	202.177	0	0
Pn1.617	669	462.268	0	0
Pn1.618	231	58.8548	0	0
Pn1.619	252	73.9794	0	0
Pn1.620	1314	1106.8	0	0
Pn1.621	984	776.804	0	0
Pn1.622	1134	926.804	0	0
Pn1.623	414	213.266	0	0
Pn1.624	208	43.7449	0	0
Pn1.625	1248	1040.8	0	0
Pn1.626	1203	995.804	0	0
Pn1.627	567	361.194	0	0
Pn1.628	1314	1106.8	0	0
Pn1.629	801	593.961	0	0
Pn1.630	594	387.843	0	0
Pn1.631	669	462.268	2.3231	0.200701
Pn1.632	720	513.072	1.125	0.0875689
Pn1.633	2676	2468.8	0	0
Pn1.634	438	235.685	0	0
Pn1.635	252	73.9794	0	0
Pn1.636	753	546.01	0	0
Pn1.637	1200	992.804	88.3684	3.55475
Pn1.638	231	58.8548	0	0
Pn1.639	438	235.685	3	0.508353
Pn1.640	1323	1115.8	624	22.3343
Pn1.641	621	414.61	41	3.9493
Pn1.642	1212	1004.8	359	14.2688
Pn1.643	222	52.7557	0	0
Pn1.644	267	85.33	0	0
Pn1.645	3075	2867.8	944	13.1461
Pn1.646	408	207.724	0	0
Pn1.647	2391	2183.8	9202	168.284
Pn1.648	378	179.882	0	0
Pn1.649	1467	1259.8	7.24712	0.229741
Pn1.650	567	361.194	0	0
Pn1.651	1959	1751.8	93	2.12018
Pn1.652	489	284.643	62	8.69893
Pn1.653	231	58.8548	1	0.678568
Pn1.654	396	196.654	0	0
Pn1.655	981	773.804	0	0
Pn1.656	1977	1769.8	1582	35.699
Pn1.657	1650	1442.8	0	0
Pn1.658	1230	1022.8	174.112	6.79847
Pn1.659	606	399.705	0	0
Pn1.660	615	408.658	0	0
Pn1.661	399	199.393	0	0
Pn1.662	372	174.483	0	0
Pn1.663	258	78.4493	0	0
Pn1.664	351	155.665	2	0.513115
Pn1.665	864	656.886	8610.82	523.515
Pn1.666	201	39.3719	0	0
Pn1.667	864	656.886	3295.02	200.329
Pn1.668	339	145.156	0	0
Pn1.669	864	656.886	8610.82	523.515
Pn1.670	705	498.101	0	0
Pn1.671	1905	1697.8	151.205	3.55674
Pn1.672	897	689.867	0	0
Pn1.673	1266	1058.8	170.008	6.41253
Pn1.674	624	417.585	12.2433	1.17092
Pn1.675	417	216.055	16	2.95754
Pn1.676	276	92.3582	1.28564	0.555928
Pn1.677	570	364.151	6.32812	0.694013
Pn1.678	420	218.861	0	0
Pn1.679	375	177.217	0	0
Pn1.680	978	770.804	6.88746	0.356854
Pn1.681	624	417.585	19.5401	1.86878
Pn1.682	1101	893.804	40.7338	1.82007
Pn1.683	315	124.51	3	0.962261
Pn1.684	327	134.828	0	0
Pn1.685	768	560.994	3.31255	0.235819
Pn1.686	291	104.529	0	0
Pn1.687	1116	908.804	4.1119	0.180696
Pn1.688	231	58.8548	0	0
Pn1.689	630	423.549	80	7.54331
